SYMBOL|SERIES|OPEN|HIGH|LOW|CLOSE|LAST|PREVCLOSE|TOTTRDQTY|TOTTRDVAL|TOTALTRADES
20MICRONS|EQ|81.60|83|76.75|76.75|76.75|85.25|333625|26549244.15|4304
21STCENMGM|EQ|36.70|36.7|36.7|36.7|36.7|37.4|706|25910.2|26
3IINFOLTD|EQ|63.30|64.4|63.3|63.3|63.3|66.6|1313447|83238054.15|4420
3MINDIA|EQ|23055.00|23055|22457|22585.8|22500|23061.8|1830|41395188.5|1002
3PLAND|BE|17.05|17.55|17.05|17.25|17.4|17.9|3278|56014.8|73
515GS2025|GS|96.55|96.55|96|96|96|99|99|9557.9|2
5PAISA|EQ|377.00|377|361.05|365.2|364.05|377.25|17012|6273024.45|812
63MOONS|BE|254.90|264|254.9|254.9|254.9|268.3|91422|23403391.1|1071
664GS2035|GS|94.00|94|94|94|94|94|500|47000|4
667GS2035|GS|94.80|95.61|94.8|95.61|95.61|97|4999|476948.73|13
667GS2050|GS|93.88|93.88|93.88|93.88|93.88|93.87|112|10514.56|1
676GS2061|GS|99.50|99.5|99.5|99.5|99.5|95.64|3400|338300|2
699GS2051|GS|98.00|98|97|97.9|97.9|97|5512|534680.8|5
716GS2050|GS|102.99|102.99|102.5|102.5|102.5|102.99|82|8416.14|5
717GS2028|GS|102.00|102|101|101|101|103|100|10199|2
763GS2059|GS|108.50|108.5|108.5|108.5|108.5|108.5|84|9114|1
772GS2055|GS|109.28|109.28|109|109.03|109|109.27|575|62719.4|8
824GS2033|GS|111.90|111.9|111.9|111.9|111.9|111.9|100|11190|1
A2ZINFRA|EQ|9.90|10.15|9.8|9.8|9.8|10.3|571396|5633251.2|903
AAATECH|SM|69.00|69|68|68|68|71|9000|618000|3
AAKASH|BE|28.55|29.9|28.4|28.75|29|29.85|241526|6929594.35|484
AAREYDRUGS|EQ|49.00|50.65|45|45.9|46.2|49.25|109371|5126806.2|1525
AARON|EQ|126.85|126.85|120.55|120.55|120.55|126.85|11544|1407437.45|216
AARTIDRUGS|EQ|505.00|510|501|503.85|502.45|518.25|122174|61841648.4|8646
AARTIIND|EQ|950.00|976.6|947|963.6|974|987.65|532223|513604610.3|27818
AARTISURF|EQ|868.00|870|786|796.95|806|873.05|25863|21500731.85|2555
AARVEEDEN|EQ|26.00|26.25|25.1|25.45|25.55|26.4|26323|668943.95|348
AARVI|EQ|85.75|95.3|84.35|87.3|87|86.65|75128|6826106.85|900
AAVAS|EQ|2905.00|3005.05|2825|2887.3|2827|3020.8|157985|468376735.9|18830
ABAN|EQ|52.50|52.95|46.85|47.3|47|52.05|239743|11850325.5|2656
ABB|EQ|2095.00|2136.4|2006.55|2091|2083.8|2179.25|289217|606551421|25969
ABBOTINDIA|EQ|16218.00|16399.6|16058.45|16137.5|16100|16537.05|33856|548550277.3|7679
ABCAPITAL|EQ|115.40|115.4|110|111.2|111|117.1|3280441|370913228.3|23555
ABCOTS|SM|49.30|49.3|43|44.25|44.25|53|80000|3730200|19
ABFRL|EQ|283.60|283.6|263.3|267.15|266.9|287.1|3625251|986444744.4|59128
ABINFRA|SM|10.75|10.75|10.75|10.75|10.75|11.3|4000|43000|1
ABMINTLLTD|EQ|97.00|101.1|91.05|91.85|91.05|100.45|3855|377852.1|185
ABSLAMC|EQ|510.00|511.5|503.6|508.55|506.6|513.9|373826|189848245.4|13361
ABSLBANETF|EQ|39.25|39.25|36.7|36.83|36.8|38.46|15505|575565.72|408
ABSLNN50ET|EQ|51.00|51|40.9|40.96|40.93|42.38|14090|584223.18|183
ACC|EQ|2217.80|2220.15|2145|2153.9|2150.8|2249.35|279841|610114593.2|20528
ACCELYA|EQ|1000.00|1020.7|935.35|987|989|1006.2|18820|18698037.1|3921
ACCURACY|EQ|203.00|204.9|189.45|202.4|204|205.2|22242|4472740.45|677
ACE|EQ|207.00|216.85|203.05|214.4|214.5|211.45|819073|173893006|22353
ACRYSIL|EQ|710.00|721.4|690|696.05|693|727|114594|80651309.15|12503
ADANIENT|EQ|1736.30|1737.9|1653|1663.95|1660|1764.3|1919476|3260114039|52289
ADANIGREEN|EQ|1875.00|1895|1804.85|1862.15|1852.5|1907.6|402089|749169767.6|32289
ADANIPORTS|EQ|714.80|714.8|691|695.75|692.5|723.7|6219506|4372467969|100965
ADANIPOWER|EQ|122.00|124.5|111|113.35|112.8|125|55057371|6582442292|219990
ADANITRANS|EQ|1960.00|2014.5|1915.25|1915.25|1915.25|2016.05|74858|146851468.2|8674
ADFFOODS|EQ|790.20|820.05|780|791.4|786|825.1|13818|11039165.85|1574
ADL|BE|52.40|52.4|47.6|48.2|47.8|50.05|2552|126461.05|39
ADORWELD|EQ|734.35|735|686.6|693.85|686.6|734.35|25959|18342091.4|1369
ADROITINFO|BE|9.95|10.2|9.65|9.65|9.65|10.15|1498|14468|17
ADSL|EQ|114.00|118|113.05|113.05|113.05|118.95|263084|30049509.25|3547
ADVANIHOTR|EQ|78.55|81.5|75|80.15|80.5|80.4|174611|13554847.3|2878
ADVENZYMES|EQ|308.95|308.95|301|303.65|304.9|311.95|69754|21316432.25|4142
AEGISCHEM|EQ|210.00|227|210|220|219.05|216.5|2198060|479282600.4|38716
AFFLE|EQ|1070.00|1202.9|1069.95|1165|1155.5|1222.7|664148|777532730.6|68026
AGARIND|EQ|534.10|560|511.85|541.3|541|563.8|75737|41101257.9|4741
AGRITECH|EQ|70.00|70|63.25|67|66.8|69.65|10671|710461.25|363
AGROPHOS|EQ|23.00|23.4|21.55|21.9|21.55|23|80895|1798758.3|419
AGSTRA|EQ|135.00|137.75|123.25|129.15|123.95|142.1|1516702|199084819.7|24565
AHLADA|EQ|125.00|127|120.35|122.65|121|128.35|34391|4242207.5|708
AHLEAST|EQ|193.90|194|188|188.95|189.95|196.1|4529|862116|94
AHLUCONT|EQ|377.95|377.95|361.8|372.7|375|377.95|9529|3535965.25|913
AHLWEST|BZ|169.95|176|169.95|176|176|178.75|1108|188562.55|19
AIAENG|EQ|1846.00|1848|1808|1813.45|1811|1865.35|15291|27859640.6|3997
AILIMITED|SM|23.40|23.4|23.4|23.4|23.4|24.6|6000|140400|2
AIRAN|EQ|23.50|23.7|22.2|22.4|22.4|23.9|380344|8680851.45|1991
AIROLAM|EQ|77.70|77.85|72.7|75.25|75|78.1|34226|2597432|327
AIRTELPP|E1|360.00|360|339.35|344.5|342.9|367.1|431981|150329269.2|7318
AISL|SM|63.50|63.5|63.5|63.5|63.5|61.75|1200|76200|1
AJANTPHARM|EQ|2036.00|2058|2008.9|2031.4|2020|2064.9|50447|102860399.5|6422
AJMERA|EQ|407.05|420|406.25|406.25|406.25|427.6|41676|17119577.3|1380
AJOONI|EQ|72.30|72.3|64.2|66.25|66.4|73.1|333617|22378084.65|3377
AJRINFRA|BE|2.30|2.3|2.3|2.3|2.3|2.4|484811|1115065.3|1091
AKASH|BE|201.45|201.45|191.15|196.1|194|201.2|25558|4991999.15|445
AKG|EQ|38.10|42.75|38.1|40.3|40.25|40.75|38297|1534595|302
AKSHARCHEM|EQ|413.75|413.75|381|387.8|384.5|413.75|12893|5121378.25|1089
AKSHOPTFBR|EQ|12.50|13.25|12.4|12.4|12.4|13.05|657742|8362118.25|1728
AKZOINDIA|EQ|1875.00|1919.6|1860|1912.5|1912|1890.45|78351|149081310.4|3099
ALANKIT|EQ|17.00|17.6|16.5|16.65|16.75|17.6|546615|9218928.3|2497
ALBERTDAVD|EQ|630.00|644.95|601.1|611.2|603|644.9|18024|11292513.05|1172
ALEMBICLTD|EQ|96.00|96|92.55|93.1|93.4|96.6|137568|12955977.3|3452
ALICON|EQ|782.00|789.85|738.45|761.1|760|792.85|23776|18015471.35|1558
ALKALI|BE|94.85|94.85|93.3|93.3|93.3|98.2|13769|1287309.3|290
ALKEM|EQ|3389.80|3425|3340|3365.05|3350|3431.45|41254|139614365.2|6478
ALKYLAMINE|EQ|3010.00|3082.3|3000|3038.05|3043.95|3119.4|62087|188604631.1|15495
ALLCARGO|EQ|380.00|398|337.2|344.9|338|357.95|2671886|980907692.3|55372
ALLSEC|EQ|575.05|575.65|544.05|552.85|550.35|578.35|26155|14649160.5|2373
ALMONDZ|EQ|92.10|100.95|87.95|91.5|90.55|98.45|10597|977856.2|411
ALOKINDS|EQ|28.40|28.65|26.9|27.3|27.1|29.35|23898349|668447586.8|28262
ALPA|EQ|79.75|80.05|72.55|73.65|74.75|80.45|103579|7757268.05|2001
ALPHAGEO|EQ|335.00|340|325.4|327.15|327|337.55|26311|8754023.4|1406
ALPSINDUS|BE|3.80|3.8|3.8|3.8|3.8|4|1805|6859|6
AMARAJABAT|EQ|601.10|601.7|574.2|577.3|576.8|607.6|1354755|795777696.5|52171
AMBER|EQ|3409.00|3503.65|3345|3462.2|3465|3484.4|58221|200390395.7|12894
AMBICAAGAR|EQ|33.50|35.7|31.3|31.9|32.2|33.8|185436|6104520.5|1516
AMBIKCO|EQ|2480.00|2525|2326|2351.85|2355|2535.15|63004|152458906.1|10325
AMBUJACEM|EQ|362.00|365|354.05|355.1|355|367.9|1341336|482087122.4|28535
AMDIND|EQ|54.00|55.3|51.05|53.5|53.5|54.05|207979|11149007.1|1840
AMIORG|EQ|939.95|939.95|888.75|897.5|890|943.45|119772|109362682.3|12385
AMJLAND|EQ|33.30|33.3|31.6|32|31.85|33.3|25929|835197.15|282
AMJUMBO|SM|8.55|8.55|8.5|8.5|8.5|8.7|16000|136400|2
AMRUTANJAN|EQ|840.00|840|815|820.5|815|845.05|26262|21652458.4|4314
ANANDRATHI|EQ|575.40|585.95|554.5|568.7|568|591.8|231591|131969284.9|10011
ANANTRAJ|EQ|70.00|70.1|65.4|66.75|66.05|71.6|377497|25686290.15|3330
ANDHRACEMT|EQ|15.20|15.85|15.15|15.2|15.25|15.95|442919|6817885.8|1586
ANDHRAPAP|EQ|222.00|224.9|218.2|218.65|219.8|225.15|40044|8849625.25|1567
ANDHRSUGAR|EQ|156.10|156.1|139.75|141.25|140.6|157.45|1202105|178903460|17319
ANDREWYU|EQ|24.10|25.1|23.15|23.55|23.4|24.75|263736|6357428.8|1164
ANGELONE|EQ|1250.00|1287.55|1202.95|1230.4|1245.05|1306.95|672985|841231834.6|29160
ANIKINDS|EQ|34.90|36|33.85|33.85|33.85|37.6|90167|3111857.45|606
ANKITMETAL|BE|10.80|10.8|10.8|10.8|10.8|11.35|88587|956739.6|582
ANMOL|EQ|219.70|221.95|204.75|209.25|208.95|222.05|183582|39798739.2|4937
ANSALAPI|EQ|16.90|17.3|16|17.3|17.3|16.5|1494654|25534793.85|1389
ANSALHSG|BE|8.95|8.95|8.35|8.35|8.35|8.75|130038|1099952.65|453
ANTGRAPHIC|BE|2.10|2.1|2.1|2.1|2.1|2.2|90525|190102.5|591
ANUP|EQ|875.05|887.7|831.65|835.6|835|899.2|32184|27568859|5116
ANURAS|EQ|970.75|970.75|911.25|922.55|924.95|970.75|128198|119701971|10965
APARINDS|EQ|622.00|622|593.65|599.25|594|629.9|52524|31886353.05|4558
APCL|EQ|290.00|290|277.05|279.25|277.45|295.15|24369|6905548|1242
APCOTEXIND|EQ|361.90|361.9|330|338.3|339|363.5|80609|27882024.75|4254
APEX|EQ|309.00|315.9|290|295.7|294.95|318.95|403134|122255984.5|22248
APLAPOLLO|EQ|854.00|868|813|825|825.4|899|681870|569027264.1|41166
APLLTD|EQ|750.00|750|733|736.7|739|752.4|262415|194166140|7845
APOLLO|BE|128.25|132.9|128.1|128.1|128.15|134.8|46719|6035122.5|819
APOLLOHOSP|EQ|4479.10|4678|4402.75|4486.35|4472|4514.9|1094132|4989196839|83478
APOLLOPIPE|EQ|500.05|500.25|475|478.2|481|506.95|101511|49071501.75|10179
APOLLOTYRE|EQ|216.90|216.9|207.35|208.5|209|219.5|3130216|662323346.5|32590
APOLSINHOT|EQ|809.70|844.9|799.65|827|831|809.75|2048|1669366.55|187
APTECHT|EQ|325.00|329|309|312.75|311|332.85|170526|54546225.25|5932
APTUS|EQ|360.00|364.65|353|358.1|357.15|366.6|271313|97221217.2|11627
ARCHIDPLY|EQ|51.40|52.85|48.85|49.1|48.85|51.4|38823|1939403.5|385
ARCHIES|EQ|20.00|20.85|19.2|19.35|19.35|20.95|190191|3768759.65|1281
ARENTERP|BE|40.00|40|38|38|38|40|1936|74008.25|62
ARIES|EQ|138.00|143.95|136.2|137.3|136.2|144.75|62675|8690825.4|2003
ARIHANTCAP|EQ|300.05|323.7|298|310.15|308.05|310.4|125904|39396159.8|3142
ARIHANTSUP|EQ|177.00|180|170.2|177.7|178|183.45|217905|38598482.25|2339
ARMANFIN|EQ|779.70|809.95|732.4|747.65|740|779.6|16126|12413968.75|1431
AROGRANITE|EQ|60.00|62|57.9|58.6|58|62.25|100707|5984201.35|1263
ARROWGREEN|EQ|135.90|144|127.15|133.95|130.05|135.4|64921|8900601.3|1847
ARSHIYA|EQ|44.90|44.9|41.15|41.4|41.15|45.7|1285369|54960359.05|3469
ARSSINFRA|BE|33.50|34|33.45|33.45|33.45|35.2|12086|404844.45|118
ARTEMISMED|EQ|43.95|45.7|42|42.4|42.15|44.85|72277|3162692.45|836
ARTNIRMAN|BE|129.10|129.2|123.1|128.65|129.2|123.05|11054|1410892.7|163
ARVEE|EQ|91.00|91|82|83.05|82.4|89.8|2776|237846.2|102
ARVIND|EQ|135.00|137.7|126.5|128.2|129.1|140.45|1430532|189247784.3|16705
ARVINDFASN|EQ|285.00|294.5|275|287.75|287.1|297.35|243252|69831111.95|11751
ARVSMART|EQ|210.70|215.8|202.95|207.25|207.05|219.55|54068|11314047.15|976
ASAHIINDIA|EQ|532.60|535|490.05|492.7|491|535.4|292417|147942557.6|13341
ASAHISONG|EQ|260.30|267.15|257.6|260.15|259.95|266.3|15157|3976861.75|996
ASAL|BE|384.30|384.3|384.3|384.3|384.3|404.5|5397|2074067.1|418
ASALCBR|EQ|490.00|490|444|449.25|445.85|478.05|121325|55200425.75|10646
ASHAPURMIN|EQ|103.90|109.25|101.55|103.2|101.55|104.95|207113|21858865.3|3823
ASHIANA|EQ|164.00|167.7|152|161.85|160.9|163.15|60878|9864942.65|2116
ASHIMASYN|EQ|16.35|16.85|15.9|16.05|16|17.1|216296|3533424.8|772
ASHOKA|EQ|94.20|94.85|89.95|90.3|90.15|94.2|1083603|99385376.8|12627
ASHOKLEY|EQ|125.95|129.2|122.7|123.95|123.7|133|23491403|2943199339|118736
ASIANENE|EQ|133.00|136|126.5|128.7|127|134.6|121276|15956759.2|2591
ASIANHOTNR|EQ|78.90|83.7|77|77.75|77|79.1|17798|1418245.4|438
ASIANPAINT|EQ|3140.00|3182.7|3120|3143.45|3132.8|3216.3|681236|2151859964|77844
ASIANTILES|EQ|111.80|112.4|106.5|107.15|107|114.5|474990|52085384.05|10138
ASPINWALL|EQ|192.05|202.6|188.05|189.75|189.1|202.65|12226|2372414.65|368
ASTEC|EQ|1627.00|1627|1502.65|1578.1|1580|1650.35|26107|41547775.2|4792
ASTERDM|EQ|182.00|184.6|179|181.6|182|185.6|332027|60352399.6|6498
ASTRAL|EQ|2031.00|2038.35|1966|1976.25|1985|2073.85|528852|1053520627|54390
ASTRAMICRO|EQ|212.15|221.5|207.2|213.25|212|215.1|386886|82006318.95|7149
ASTRAZEN|EQ|2760.00|2791.3|2720.3|2749.85|2750|2800.45|16722|46001314.65|2620
ASTRON|EQ|46.00|46.9|45.05|45.4|45.6|47|41462|1899208.9|716
ATFL|EQ|905.00|913.5|885.25|900.85|900|911.75|5592|5035447.55|595
ATGL|BE|1713.30|1755|1700.8|1712.3|1700.8|1790.3|153454|265357665.2|9604
ATLANTA|BE|21.75|22.5|20.85|20.85|20.85|21.9|47080|1004979.45|259
ATUL|EQ|9300.05|9535|9160|9311.8|9330|9526.85|47097|441323875.4|7677
ATULAUTO|EQ|190.00|190.5|180|180.9|180.55|194|110561|20476691.35|4015
AUBANK|EQ|1290.20|1300|1247.35|1253.75|1248|1320.3|861950|1098769423|42898
AURIONPRO|EQ|306.00|310.1|303.1|303.1|303.1|319.05|53958|16475875.25|1614
AUROPHARMA|EQ|692.65|715|675.95|680.4|680.4|700.05|4769930|3342760754|97885
AURUM|EQ|130.00|130.4|125.35|125.35|125.35|131.9|121202|15291597.1|2630
AUSOMENT|EQ|76.55|79.9|70.6|71.9|71.95|79.1|25362|1899582.7|761
AUTOAXLES|EQ|1502.00|1530|1456.4|1484.2|1480|1538.75|20214|29967544|4523
AUTOIND|BE|64.40|67.8|63.75|63.75|63.75|67.1|31851|2043507.2|235
AVADHSUGAR|EQ|598.00|598|543.6|552.8|550|609.5|270119|155473388.9|16589
AVANTIFEED|EQ|480.90|557.15|480.9|546.65|536.7|582.15|413332|225112786.9|32373
AVG|SM|61.00|61|61|61|61|64|1200|73200|1
AVTNPL|EQ|93.95|96.85|92|93|92.4|97.75|439191|41467156.9|8553
AWHCL|EQ|290.00|296.7|286.05|288.45|288.15|296.7|120839|35286944.5|5958
AWL|EQ|364.20|398.9|352.1|376.3|375.3|381|43047644|16416700732|593400
AXISBANK|EQ|790.00|803|769.95|773.35|772.4|803.8|8617389|6723021772|159533
AXISBNKETF|EQ|387.00|397|370|370.84|370|387.29|4279|1603071.19|147
AXISBPSETF|EQ|10.47|10.49|10.45|10.47|10.47|10.47|46768|489976.47|20588
AXISCADES|BE|108.50|114.3|105.25|105.5|105.25|110.75|140185|15132542.85|687
AXISCETF|EQ|68.88|71.98|67.4|67.6|67.5|68.88|3830|263209.67|78
AXISGOLD|EQ|42.47|43.15|42.47|42.89|42.86|42.14|259059|11092297.33|4798
AXISHCETF|EQ|83.43|85.8|80.1|84.09|83.95|83.43|15288|1276468.72|327
AXISNIFTY|EQ|181.05|181.05|177.63|178.38|178.31|182.73|38006|6809518.87|401
AXISTECETF|EQ|348.75|356|341.1|344.08|344.43|348.75|3972|1371461.78|173
AYMSYNTEX|EQ|117.85|121.3|111.15|114.45|114.4|122.45|57154|6669426.7|1451
BAFNAPH|EQ|160.20|169|160.15|162.75|168.5|173.05|20591|3372527.55|417
BAGFILMS|BE|4.85|5.15|4.75|5.1|5.15|4.95|650144|3289338|557
BAJAJ-AUTO|EQ|3465.00|3538|3461.35|3487.95|3476.95|3566.65|282645|991171865.7|23878
BAJAJCON|EQ|171.65|171.65|167|167.7|168.1|172.8|568706|96191032.5|13431
BAJAJELEC|EQ|1121.10|1161.6|1114.25|1147.6|1151.4|1165.65|57543|65566651.05|5558
BAJAJFINSV|EQ|15805.00|15887.95|15451|15674.15|15650|16113.1|296115|4651374924|54654
BAJAJHCARE|EQ|392.00|395.75|375.1|380.3|384|405.2|42807|16577148.4|3118
BAJAJHIND|EQ|14.65|15.05|14.65|14.65|14.65|15.4|10068334|148401241.8|12813
BAJAJHLDNG|EQ|5051.00|5197.45|5051|5147.75|5128|5193.3|21650|111301464.5|5479
BAJFINANCE|EQ|6810.00|6930|6744.05|6785.95|6760|7011.6|1169766|8006908289|128452
BALAJITELE|EQ|75.65|82.95|72.15|73.4|74|79.55|1353428|105385734.6|18777
BALAMINES|EQ|2935.00|2935|2810.25|2843.45|2853|2996.05|197465|568916011.6|29342
BALAXI|EQ|440.05|464.9|392.2|407.35|404.35|444.9|3849|1626865.1|459
BALKRISHNA|BE|47.30|47.3|44.9|44.9|44.9|47.25|15479|704448.45|108
BALKRISIND|EQ|2115.00|2147.5|2075|2084.95|2076|2179.05|277290|585064552|35643
BALLARPUR|BZ|2.10|2.1|2.1|2.1|2.1|2.2|114255|239935.5|15
BALMLAWRIE|EQ|124.00|124|120|120.15|120.55|125.45|192033|23392259.35|4020
BALPHARMA|EQ|116.55|118.9|107|108.2|107.15|117.25|82164|9191907.25|2808
BALRAMCHIN|EQ|421.30|421.3|394.5|398.1|398.75|427.05|2200602|898908965.1|38566
BANARBEADS|EQ|96.50|96.5|92.5|93.3|93.9|97.05|19180|1805106.05|354
BANARISUG|EQ|2784.00|2784|2525|2538.65|2539|2728.15|2567|6755563.6|738
BANCOINDIA|EQ|165.00|165.05|157.75|158.35|158.5|167.7|112002|18031854.1|3260
BANDHANBNK|EQ|310.00|315.8|306.35|310.6|310|317.85|6585364|2052538887|75342
BANG|EQ|37.65|39.3|35.7|36.95|36.65|37.15|39436|1480864.2|524
BANKA|BE|71.00|76.8|71|73.5|73.15|74.7|4437|318427|58
BANKBARODA|EQ|109.00|110.4|105.25|106.1|105.3|113.55|50506830|5483031166|158313
BANKBEES|EQ|382.00|387|371.24|372.2|371.9|388|1808412|679958302.8|28017
BANKINDIA|EQ|54.00|54|52|52.15|52.05|55.15|7844973|415810273.2|19242
BANSWRAS|EQ|218.10|239.9|216.65|228.55|228.1|226.65|108793|25013104.35|3682
BARBEQUE|EQ|1374.00|1380|1307.55|1338.7|1340.2|1392.4|53335|71757462.35|9311
BARTRONICS|BZ|6.60|6.75|6.6|6.6|6.6|6.9|29609|195904.4|97
BASF|EQ|2750.05|2769.95|2690|2711.55|2697.9|2817.05|38546|105191072.7|7319
BASML|EQ|83.50|83.6|77.85|79.2|79.4|85.4|283111|22900865.4|4417
BATAINDIA|EQ|1810.00|1853.95|1797.8|1809.35|1808.75|1859.45|351907|642384943.8|29018
BAYERCROP|EQ|4560.00|4564.75|4447|4483.25|4447|4562.1|12739|57393815.9|3555
BBETF0432|EQ|1000.01|1004.99|1000.01|1000.32|1000.2|998.85|2917|2917713.88|59
BBL|EQ|1815.00|1872.45|1801.1|1804.35|1811|1864.1|19101|34977981.8|3268
BBOX|EQ|829.40|831.95|801.05|803|802|827.25|4872|3954961.3|346
BBTC|EQ|1039.95|1040.2|995|999.65|1001|1050.65|32467|32946825.85|3712
BBTCL|SM|213.20|213.2|213.2|213.2|213.2|224.4|1000|213200|1
BCG|BE|150.10|150.1|150.1|150.1|150.1|158|501596|75289559.6|6321
BCLIND|BE|426.60|438.05|424.9|424.9|424.9|447.25|57838|24675722.7|1468
BCONCEPTS|EQ|63.00|66.85|60.55|61.7|62|63.7|12865|807288.9|320
BCP|BE|5.60|5.75|5.6|5.6|5.6|5.85|161788|906537.9|686
BDL|EQ|442.00|479|436|463.8|460|452.15|2293476|1069067584|76377
BEARDSELL|EQ|19.20|19.2|19.2|19.2|19.2|20.2|10831|207955.2|55
BECTORFOOD|EQ|350.00|351.7|340|345.95|346|359.25|132411|45800038.55|6332
BEDMUTHA|EQ|78.20|78.2|75.85|75.85|75.85|79.8|18348|1404611.9|324
BEL|EQ|197.00|199.4|192.85|195.9|195|200.35|10653870|2096418981|68950
BEML|EQ|1831.00|1835|1700|1730.7|1706.5|1858.1|174453|310008859|18319
BEPL|EQ|135.00|135|126|128.4|128.4|137.25|617462|81104342.5|11792
BERGEPAINT|EQ|701.00|710.65|691.45|699.8|698|717.95|534446|375159497.1|31764
BESTAGRO|EQ|940.00|989.9|900.1|908.6|905|997.5|76147|73691353.7|7368
BETA|SM|600.00|600|599.95|600|600|600|2600|1559990|8
BEWLTD|SM|1033.30|1074.95|1033.3|1037.2|1033.3|1087.65|14500|15161500|48
BFINVEST|EQ|328.00|328.15|302.55|306.85|305|334.5|27470|8617396.35|1647
BFUTILITIE|EQ|376.10|380.95|363|365.55|364|384.9|133545|49500939.6|6488
BGLOBAL|BE|5.30|5.3|4.8|4.8|4.8|5.05|122615|602640.7|177
BGRENERGY|EQ|86.90|86.9|79|79.8|79.95|87.4|315521|26033882.95|4443
BHAGCHEM|EQ|1092.00|1095|941.25|979.5|973.05|1092|8005|8140582.15|469
BHAGERIA|EQ|231.20|246|231.2|236.9|240|248.7|37938|9069444.5|1734
BHAGYANGR|EQ|48.00|49|46.35|46.6|46.8|49.7|53726|2562058.95|953
BHAGYAPROP|EQ|33.45|33.45|30.4|31.05|31|33.8|17342|553452.7|251
BHANDARI|BE|7.55|7.95|7.55|7.55|7.55|7.9|447505|3410282.35|1505
BHARATFORG|EQ|720.00|727.45|693.2|700.1|694|732.35|2124421|1509504768|56974
BHARATGEAR|EQ|160.00|165.15|153.1|154.5|153.5|162.55|73130|11568285.1|2668
BHARATRAS|EQ|12500.00|12500|11725|11799.6|11733.45|12634.3|4766|57775435.85|1831
BHARATWIRE|EQ|78.05|78.4|74.55|74.55|74.55|78.45|42877|3248025.9|436
BHARTIARTL|EQ|704.00|704|685|689.7|689|715.15|7441445|5171789239|199472
BHEL|EQ|55.25|55.45|52.7|53.15|53|56.3|26510266|1434344464|73568
BIGBLOC|EQ|84.00|86.4|84|84|84|88.4|50245|4221936.55|437
BIL|EQ|277.90|278|262.2|265.95|264|282.8|26701|7219076.7|1925
BINDALAGRO|EQ|24.80|26.75|23.8|24|24|27.1|444392|11002727.65|4012
BIOCON|EQ|395.00|402.75|392|393.55|392.8|402.9|1638123|651145623.3|26322
BIOFILCHEM|EQ|66.80|69.55|66|66.45|66.3|70.3|31742|2139713.4|773
BIRET|RR|312.85|312.87|304|306.9|307|311.49|241644|74306299.67|2609
BIRLACABLE|EQ|128.50|139.7|124.1|126.45|127.45|132.3|920533|122892685.5|15516
BIRLACORPN|EQ|1180.00|1191.55|1145.65|1153.85|1159.7|1198.4|114862|133012531.7|14642
BIRLAMONEY|EQ|68.00|70.1|65.9|66.35|66.45|70.1|114952|7715559.15|2230
BIRLATYRE|EQ|24.20|24.2|22.6|23.3|23.5|24.35|493920|11566935.6|2548
BKMINDST|BZ|2.75|2.75|2.75|2.75|2.75|2.85|48850|134337.5|261
BLBLIMITED|BE|21.70|21.7|21.7|21.7|21.7|22.8|4363|94677.1|55
BLISSGVS|EQ|91.80|91.95|86.65|87.05|87.8|92.35|243523|21655258.1|8891
BLKASHYAP|EQ|27.00|27.1|26.3|26.3|26.3|27.65|244327|6479225|1087
BLS|EQ|225.00|229.95|223.6|223.6|223.6|235.35|141416|31935662.1|3608
BLUECHIP|BE|0.35|0.4|0.35|0.4|0.4|0.35|3645|1366.95|10
BLUEDART|EQ|6405.00|6455.65|6250|6303.6|6300|6560.75|7277|46242763.15|2374
BLUESTARCO|EQ|1038.50|1038.5|995|1003.75|1004.55|1041.3|94166|96026324.65|6617
BMETRICS|SM|183.65|192.8|183.65|191|191|183.65|10800|2068140|9
BODALCHEM|EQ|109.70|110|104|105.35|105.5|111.65|389720|41918477.8|6605
BOMDYEING|EQ|114.70|115.2|105|106.45|105.8|118|5154493|572152951|34901
BOROLTD|BE|358.00|361.9|346.95|356.6|353.5|365.2|82739|29288230.1|1780
BORORENEW|EQ|604.00|628.5|590|594|596|631.85|601606|365961105.6|28313
BOSCHLTD|EQ|15999.00|16026.6|15700.05|15824.15|15801|16260.25|48691|770314866.7|14017
BPCL|EQ|365.00|365.85|360.55|361.7|362|369.55|5098193|1850585808|83779
BPL|EQ|62.10|62.9|55.9|57.55|57.55|62.05|219027|12937755.3|2411
BRFL|EQ|8.45|8.45|8.45|8.45|8.45|8.85|62436|527584.2|404
BRIGADE|EQ|489.00|489|471.35|477.45|477.8|495.9|259531|124393014.1|13864
BRIGHT|SM|6.60|6.9|6.55|6.55|6.55|6.85|132000|868200|44
BRITANNIA|EQ|3428.00|3455|3388.05|3398|3397|3480.55|209831|715973465.6|30721
BRITANNIA|N2|31.16|31.27|31.07|31.14|31.14|31.16|14996|466979.41|49
BRITANNIA|N3|29.35|29.67|29.35|29.4|29.5|29.36|9554|280611.47|121
BRNL|BE|44.10|44.1|43.85|43.85|43.85|46.15|16665|731339.15|193
BROOKS|EQ|95.90|95.9|90.15|91.35|90.6|95.3|34647|3203046.35|463
BSE|EQ|2240.00|2245.55|2120.1|2144.6|2143|2271.4|1238796|2720515495|78191
BSHSL|EQ|370.00|398.35|340|361.9|355|359.35|6039|2145223.8|357
BSL|EQ|109.00|109|103.25|103.5|103.5|108.65|18877|1985668.5|441
