SYMBOL|SERIES|OPEN|HIGH|LOW|CLOSE|LAST|PREVCLOSE|TOTTRDQTY|TOTTRDVAL|TOTALTRADES
SAREGAMA|BE|4124.00|4149|4010|4096.35|4101|4211.9|31036|126411318.4|2716
SARLAPOLY|EQ|64.25|64.9|60.55|61.55|61.25|66.75|532359|33390153.05|5662
SARVESHWAR|SM|67.65|67.65|61.25|61.25|61.3|64.45|377600|24656560|128
SASKEN|EQ|936.05|963.7|902|913.35|913.95|972.25|37120|34761630.8|5399
SASTASUNDR|EQ|429.00|448.85|417.2|437.15|439|448.95|45348|19735615.3|1787
SATHAISPAT|BE|3.75|3.75|3.6|3.6|3.6|3.75|11000|39750|5
SATIA|EQ|108.80|109.4|99.05|100.15|100.1|108.25|1181831|122876245.5|20276
SATIN|BE|96.50|99.95|96.5|96.5|96.5|101.55|161623|15728942.4|553
SBC|BE|148.00|148|140.3|140.3|140.3|147.65|53902|7617272.35|1347
SBCL|EQ|477.80|479|453.15|456.75|455|487.8|68189|31840367.1|4836
SBICARD|EQ|816.00|840.75|812.25|824|823|846.75|761734|629554695.5|38501
SBIETFCON|EQ|74.60|74.6|67.1|67.69|67.42|69.37|4900|332805.64|280
SBIETFIT|EQ|354.99|354.99|345|347.29|346.9|352.33|9294|3249779.89|487
SBIETFPB|EQ|204.00|204|176.7|187.48|187.5|194.22|8923|1681583.56|143
SBIETFQLTY|EQ|148.55|148.55|144.1|145.06|145.01|148.55|5570|812413.71|253
SBILIFE|EQ|1125.00|1127|1090|1096.3|1100|1133.3|2448602|2711814891|98845
SBIN|EQ|515.00|515.6|499.7|501.4|500.25|529.6|26153332|13303247219|364555
SCAPDVR|EQ|9.60|9.95|9.6|9.8|9.9|9.95|138378|1356045.95|248
SCHAEFFLER|EQ|1651.05|1714.35|1620.2|1695.3|1683|1706.9|95631|161191681|18606
SCHAND|EQ|112.00|113.25|106.1|106.75|106.2|114.3|98340|10778738|2258
SCHNEIDER|EQ|128.50|136.7|123.2|125.65|124.95|128.35|8679163|1127018013|96110
SCI|EQ|122.80|122.8|116.85|117.6|117.1|123.85|1296917|155578691|9441
SDBL|EQ|40.50|40.5|37.25|38.6|38.4|41.05|138863|5476958.15|1716
SEAMECLTD|EQ|1202.00|1263.95|1155|1185.05|1189.9|1242.8|19911|24105573.2|1554
SECL|SM|136.00|136|131.6|131.6|131.6|138.5|6000|802800|2
SECURCRED|SM|47.85|47.85|47.85|47.85|47.85|50.35|600|28710|1
SECURKLOUD|EQ|118.10|121.8|107.5|108.3|107.6|119.4|74288|8334577.3|1506
SEJALLTD|BE|103.50|103.5|103.5|103.5|103.5|98.6|3012|311742|5
SELAN|EQ|160.00|160|148.55|149.55|149.45|154.35|188492|29190046.85|4442
SELMC|EQ|181.35|181.35|181.35|181.35|181.35|172.75|26|4715.1|5
SEPOWER|BE|25.40|25.4|25.4|25.4|25.4|26.7|12016|305206.4|167
SEQUENT|EQ|143.55|162.75|142.1|155.2|153.45|145.75|7056537|1110130850|76258
SERVOTECH|BE|107.50|107.5|107.45|107.45|107.45|113.1|6743|724567.2|72
SESHAPAPER|EQ|142.00|142|137|139.05|138.35|143.95|40192|5622224|991
SETCO|EQ|16.90|17.25|16.4|16.8|17.05|17.25|214724|3571403.6|568
SETF10GILT|EQ|203.00|203.75|202.65|203.55|203.75|203.1|148|30059|7
SETFGOLD|EQ|44.42|44.42|43.58|43.99|44|43.24|2073411|91010610.69|3037
SETFNIF50|EQ|177.00|182.87|172.24|172.79|172.57|177.51|2064482|358212447.5|9137
SETFNIFBK|EQ|382.00|384.98|368|369|368.51|384.52|127756|47597443.55|1959
SETFNN50|EQ|434.99|434.99|417|418.41|417.26|432.97|32332|13660554.21|1511
SETUINFRA|BE|3.25|3.3|3|3|3|3.15|295827|908055.95|414
SEYAIND|BZ|48.00|48|46.1|46.1|46.1|48.5|20822|960608.2|241
SFL|EQ|3118.00|3269.7|3091.05|3150.15|3130|3239.35|24203|76438606.05|8658
SGBAPR28I|GB|4675.00|4675|4651|4665.06|4666|4659.58|615|2867765.7|42
SGBAUG24|GB|4665.00|4721|4660|4687.36|4675|4640|473|2217163.32|104
SGBAUG27|GB|4640.00|4674|4632|4649|4658|4627.54|437|2034822.44|41
SGBAUG28V|GB|4311.00|5051|4311|4851.42|4850.5|4750.53|7548|36369709.75|488
SGBAUG29V|GB|4790.00|4799|4681.04|4693.45|4692|4671.18|1816|8526881.03|94
SGBD29VIII|GB|4700.00|4700|4616|4644.54|4648|4640|133|618308.01|87
SGBDC27VII|GB|4605.00|4670|4605|4646|4646|4635|245|1134261|12
SGBDEC25|GB|4875.00|4875|4875|4875|4875|4875|1|4875|1
SGBFEB24|GB|4677.00|4744.1|4677|4701.71|4699|4656|58|272601.2|16
SGBFEB27|GB|4660.00|4660|4652|4652|4652|4650|79|367580|7
SGBFEB28IX|GB|4675.00|4675|4665|4665|4665|4615|5|23345|2
SGBFEB29XI|GB|4638.00|4686.99|4638|4663.94|4668|4626.99|139|648406.16|19
SGBJ28VIII|GB|4611.00|4689.9|4611|4669.99|4669.99|4620|42|195898.55|9
SGBJAN27|GB|4623.00|4696.99|4623|4692.13|4651|4763|26|121301.88|8
SGBJAN29IX|GB|4633.00|4698.99|4633|4659.32|4657|4633.95|469|2189624.44|80
SGBJAN29X|GB|4645.00|4699.99|4645|4683.5|4685|4630.86|231|1081599.2|34
SGBJAN30IX|GB|4605.00|4700|4605|4657.48|4645|4640.66|266|1238548.85|76
SGBJU29III|GB|4621.00|4680|4621|4679|4670|4634.72|350|1631726.7|59
SGBJUL25|GB|4699.99|4699.99|4637|4641|4641|4629.51|314|1459787.2|25
SGBJUL27|GB|4669.00|4669|4605.01|4661.27|4615|4669.8|11|51240.94|6
SGBJUL28IV|GB|4800.00|4800|4650|4750.54|4750.5|4635.36|4086|19281812.39|618
SGBJUL29IV|GB|4632.60|4668|4632.6|4653.61|4650.01|4622.76|610|2840496.62|59
SGBJUN27|GB|4654.99|4655|4625.11|4630|4630|4600|46|213511.28|9
SGBJUN28|GB|4650.00|4699|4610.01|4653.61|4676.9|4623|908|4230982.93|201
SGBJUN29II|GB|4621.00|4670|4621|4666.82|4667|4618.34|443|2062764.22|39
SGBMAR24|GB|4798.99|4798.99|4667.7|4700|4700|4657.3|30|140291.5|7
SGBMAR25|GB|4651.00|4717.49|4651|4669.75|4666|4635|236|1104488.05|34
SGBMAR28X|GB|4640.00|4685|4640|4669.97|4675|4640|144|671913.6|14
SGBMAY25|GB|4646.00|4675|4633.1|4663.05|4646|4644.99|159|739247.6|46
SGBMAY26|GB|4630.15|4690|4630.15|4675.17|4665|4630.15|217|1014593.17|23
SGBMAY28|GB|4628.00|4684.99|4605|4664.83|4668|4628|832|3877900.51|360
SGBMAY29I|GB|4621.00|4678|4610.1|4662.94|4660|4625.02|2197|10236313.8|253
SGBMR29XII|GB|4630.11|4690|4630.11|4677.89|4677.5|4642.9|829|3877129.34|87
SGBN28VIII|GB|4660.00|4724|4660|4685|4685|4680|162|758761.24|53
SGBNOV23|GB|4702.00|4849|4700|4820.03|4820|4711.2|691|3292314|26
SGBNOV24|GB|4675.00|4675|4655|4664.16|4660|4620.22|146|680991|24
SGBNOV25|GB|4700.00|4700|4700|4700|4700|4650|1|4700|1
SGBNOV25IX|GB|4655.00|4668.9|4655|4663.63|4660|4630|12|55885.9|5
SGBNOV26|GB|4620.00|4660|4620|4630|4630|4620|24|111250|10
SGBNV29VII|GB|4578.80|4678.75|4578.8|4652.66|4653|4617.98|352|1637268.39|51
SGBOC28VII|GB|4635.00|4709|4635|4708.43|4700|4660|125|586354|34
SGBOCT25|GB|4725.00|4725|4675|4678|4678|4701|23|107603|5
SGBOCT25IV|GB|4670.00|4670|4670|4670|4670|4615.28|7|32690|3
SGBOCT25V|GB|4697.90|4697.9|4697|4697|4697|4696.9|15|70459.5|3
SGBOCT26|GB|4605.00|4700|4605|4650|4650|4600.31|137|642018|12
SGBOCT27|GB|4674.00|4675|4674|4674.75|4675|4612.33|40|186990|2
SGBOCT27VI|GB|4611.00|4650|4611|4650|4650|4649|19|88272|5
SGBSEP24|GB|4640.00|4698.2|4640|4678.76|4689.98|4643.54|164|765667.37|27
SGBSEP27|GB|4675.00|4675|4622.01|4673.5|4675|4624.05|41|190954.57|6
SGBSEP28VI|GB|4684.99|4799|4681|4724.48|4725|4687.15|473|2243240.19|106
SGBSEP29VI|GB|4650.00|4684|4650|4677.41|4676.1|4645.71|1565|7314353.79|200
SGIL|EQ|175.20|181.4|167|169.2|167|184.7|15003|2620949.15|584
SGL|EQ|33.10|33.1|30.4|30.8|30.8|32|79230|2428217.45|603
SHAHALLOYS|EQ|54.50|54.5|54.5|54.5|54.5|51.95|33467|1823951.5|97
SHAKTIPUMP|EQ|573.25|579.85|551.1|554.5|556|573.25|50368|28339195.05|3266
SHALBY|EQ|138.55|138.65|133.25|135|135.45|140.55|109050|14876043.7|3143
SHALPAINTS|EQ|131.00|131|118.8|121.25|122.4|134.95|385602|48516459.85|4899
SHANKARA|EQ|648.00|691.2|622.5|627.6|625|660.2|829635|550878264.1|45098
SHANTI|BE|20.00|20|19|19|19|20|2406|46058|26
SHANTIGEAR|EQ|185.90|186.2|179.25|180.45|180|190.05|123508|22502702.75|2932
SHARDACROP|EQ|524.20|580|504|567.2|567|558.6|525189|288769355.6|26106
SHARDAMOTR|EQ|750.00|767.15|705|724.1|720|768.3|10609|7891742.45|990
SHAREINDIA|EQ|1201.00|1229.4|1160.05|1167.7|1174.55|1242.5|31871|37861071.9|3389
SHARIABEES|EQ|440.00|440|430|432.21|432.63|437.3|7822|3381385.6|149
SHEMAROO|EQ|112.00|113.2|104.6|108.15|109|115.4|80777|8939970.3|1282
SHIL|EQ|360.00|410|360|392.25|389.8|380.5|1509545|571874662|21074
SHILPAMED|EQ|483.00|483|462|464.7|464.25|484|149498|70604156.05|7144
SHIVALIK|EQ|920.00|920.85|866|868.15|866|934.2|11279|10019221.5|1289
SHIVAMAUTO|EQ|24.65|24.65|24.65|24.65|24.65|25.9|61827|1524035.55|259
SHIVAMILLS|EQ|149.00|149|135.95|138.5|140|149.9|21449|3030561.05|564
SHIVATEX|EQ|221.00|222.8|208|217.45|215|222.85|20713|4470631.45|894
SHIVAUM|SM|78.00|90|78|90|90|75|9000|754500|3
SHK|EQ|152.00|152.7|148|149.95|150|154.65|329891|49707355.3|7301
SHOPERSTOP|EQ|337.50|338.85|315.75|320.45|320|346.05|193503|63527456.15|7521
SHRADHA|EQ|59.70|59.7|54.25|55.25|54.25|57.55|9659|546155.95|244
SHREDIGCEM|EQ|69.40|69.4|65.55|66.3|67.2|70|248695|16803426.05|6085
SHREECEM|EQ|24550.00|24630|23511|23589.2|23515|24900.3|35182|842635156.1|13384
SHREEPUSHK|EQ|203.00|215|198.35|205.9|202.1|210.6|99454|20736336.1|4160
SHREERAMA|BE|14.05|14.5|14.05|14.05|14.05|14.75|35275|497472.15|200
SHRENIK|BE|3.00|3.15|3|3|3|3.15|1233033|3702680.4|2930
SHREYANIND|EQ|102.00|105.35|100|100.4|100|107.15|19673|2009518.65|677
SHREYAS|EQ|310.00|328.25|295|324.9|322.25|273.55|1069600|341930652.4|34475
SHRIPISTON|BE|752.00|788|749.1|762.65|760|788|1217|924332.75|24
SHRIRAMCIT|EQ|1716.00|1766.95|1660|1669.05|1665.35|1774.35|30966|52571429.75|4928
SHRIRAMEPC|EQ|9.25|9.4|8.8|8.85|8.9|9.7|1556536|14173700.9|1883
SHRIRAMPPS|EQ|91.70|91.7|85|86.55|86|92.8|1403161|124964841.2|14494
SHUBHLAXMI|SM|16.15|16.15|16.15|16.15|16.15|17|3000|48450|3
SHYAMCENT|EQ|20.15|20.75|18.95|19.15|19.4|18.9|3691188|74809010.8|16547
SHYAMMETL|EQ|336.50|338|325|331.75|328|343.25|313139|103878955.2|13290
SICAL|BE|14.90|14.95|14.3|14.3|14.3|15.05|152586|2208598|409
SIEMENS|EQ|2380.00|2383.9|2321.1|2330.4|2325|2401.8|184301|432721347.8|28752
SIGACHI|EQ|306.35|333|306.35|311.45|310|340.5|255151|81842102.8|15541
SIGIND|EQ|49.00|52.7|48.95|49.2|49.05|51.5|62531|3135790.15|892
SIGMA|SM|655.00|655|622.3|624.2|622.3|655|3600|2265540|6
SIKKO|EQ|55.80|57.7|53.1|53.1|53.1|55.85|1043|55784.2|36
SIL|BE|13.85|14.2|13.35|13.35|13.35|14.05|67419|911563.55|121
SILGO|EQ|32.55|32.55|30.9|31.25|30.9|32.75|38286|1207937|345
SILINV|EQ|298.00|311.95|290.7|305|305|312.15|35798|10942324.1|825
SILLYMONKS|EQ|21.15|22.95|21.15|22.5|22.8|22.75|24567|547052.95|105
SILVER|EQ|64.65|68.2|64.48|66.2|66.4|64.41|94950|6264384.33|549
SILVERTUC|SM|196.10|211.85|196|206|206|205|10000|2049650|10
SIMBHALS|EQ|20.90|21.6|20.9|20.9|20.9|21.95|52033|1099625.2|303
SIMPLEXINF|EQ|42.65|43.55|41.8|41.8|41.8|43.95|111875|4791366.8|627
SINTERCOM|EQ|100.00|100|85.7|94.35|93|95|35653|3355702.65|259
SINTEX|EQ|11.35|11.45|10.7|10.7|10.7|11.25|11793627|127949275.2|12983
SIRCA|EQ|471.00|478|457|468.05|465|483.1|25681|12028351.15|1922
SIS|EQ|532.95|533.9|497|505.8|500.25|543.75|277186|143151874.8|14795
SITINET|BE|3.40|3.4|3.4|3.4|3.4|3.55|935394|3180339.6|1812
SIYSIL|EQ|460.00|468|435.25|443.65|450|476.6|136979|61609771.05|6557
SJS|EQ|380.00|380|362.15|368.3|368.05|383.05|79739|29427416.8|4440
SJVN|EQ|30.35|30.5|29.6|29.7|29.75|30.75|3073621|92099862.95|11067
SKFINDIA|EQ|3450.00|3568.95|3360|3501.05|3460.05|3498.6|32387|112361467.9|8604
SKIL|BE|3.30|3.45|3.15|3.45|3.45|3.3|422495|1432286.05|332
SKIPPER|EQ|73.75|74.5|70.5|71.85|72.45|75.55|206663|15074414.5|2295
SKMEGGPROD|EQ|71.85|71.85|68|68.65|68.95|72.3|47526|3301344.7|948
SMARTLINK|EQ|147.00|147|143.2|143.2|143.2|150.7|14649|2106841.25|244
SMCGLOBAL|EQ|78.00|79.1|76.25|77.5|77.5|80.05|137578|10717816.85|2068
SMLISUZU|EQ|624.00|624|578.25|585.25|584.25|627.05|16885|10143000.95|1260
SMLT|EQ|122.00|122|112.95|115.3|115.1|121.2|38051|4455383.9|1168
SMSLIFE|EQ|700.00|706.05|675.35|679.9|679|715.85|4606|3184846.25|480
SMSPHARMA|EQ|103.00|107.55|103|103.85|103|110.9|122004|12838198.2|2771
SMVD|SM|21.05|21.05|21.05|21.05|21.05|21.85|4000|84200|2
SNOWMAN|EQ|37.50|37.95|36|36.25|36.15|38.4|579736|21390881.85|4828
SOBHA|EQ|839.10|858.65|820.65|841|833|850.25|271226|229111374.7|13411
SOLARA|EQ|616.05|652.8|616.05|620.65|620.9|620.3|680966|433645470|39259
SOLARINDS|EQ|2239.70|2274.25|2180|2208.7|2199.95|2262.85|18235|40717340.1|4521
SOLEX|SM|150.00|150|134.8|134.8|134.8|149.75|24000|3380800|12
SOMANYCERA|EQ|792.10|830|790|815.25|816.25|837.5|35895|28962960.25|10120
SOMATEX|EQ|5.50|5.95|5.5|5.95|5.95|5.7|12486|73865.3|37
SOMICONVEY|EQ|46.50|46.5|40.15|41.35|41|42.85|11580|486697.8|184
SONACOMS|EQ|568.55|621.9|568.55|603.6|602|631.75|1723385|1049738063|61352
SONAMCLOCK|SM|74.00|74|71|73.95|73.95|72|9000|656850|3
SONATSOFTW|EQ|770.00|770|743.2|750.65|745.25|777.85|86945|65759158.3|11401
SORILINFRA|EQ|97.75|100.7|95.4|96|95.4|98.8|51410|5001595.4|1194
SOTL|EQ|1116.30|1129.3|1081.25|1105.3|1099.8|1116.3|12191|13404449.35|1302
SOUTHBANK|EQ|8.60|8.65|8.4|8.45|8.45|8.7|8729323|74312659.5|11856
SOUTHWEST|EQ|228.00|228|198.7|203.85|204.9|220.75|66921|14521687.15|1673
SPAL|EQ|450.00|450|400|410.85|414|454.45|80324|34482713.15|6400
SPANDANA|EQ|404.15|434.5|393.4|407.65|409|415.3|443983|183775291.4|20690
SPARC|EQ|316.00|318.35|288|295.25|290|319.25|528233|161951592.7|9616
SPCENET|BE|2.30|2.3|2.3|2.3|2.3|2.2|45153|103851.9|19
SPECIALITY|EQ|135.40|151.5|130.35|138.35|138.3|136.35|1416179|201374696.1|57759
SPECTRUM|SM|116.55|116.55|116.55|116.55|116.55|122.65|2000|233100|1
SPENCERS|EQ|94.90|94.9|80.2|84.45|83|95.05|486881|42763948.1|6851
SPENTEX|BZ|2.35|2.45|2.35|2.35|2.35|2.35|64710|153935.25|59
SPIC|EQ|51.55|51.95|47|48.9|48.95|52.65|545489|27361025.6|5000
SPICEJET|EQ|61.00|61.5|57.85|58.8|58.8|62.75|2671717|160249430.3|16143
SPLIL|EQ|60.00|60|56.05|56.55|56.7|60.95|83475|4821706.1|1327
SPMLINFRA|BE|54.00|54|54|54|54|56.8|4837|261198|50
SPTL|EQ|8.80|8.95|8.8|8.8|8.8|9.25|3365994|29625179.45|2804
SPYL|BE|0.80|0.8|0.8|0.8|0.8|0.75|366455|293164|40
SREEL|EQ|172.55|180|167|169.05|170|175.95|9481|1644782.9|426
SREIBNPNCD|N9|245.00|245|225|240.5|240.5|251|489|113665.5|7
SREIBNPNCD|NQ|160.00|160|160|160|160|160.8|20|3200|1
SREIBNPNCD|NU|143.01|143.01|143|143|143|150.05|50|7150.27|2
SREIBNPNCD|NV|123.21|184.78|123.21|173|173|154|177|26525.5|3
SREIBNPNCD|Y1|210.00|210|210|210|210|240|25|5250|1
SREINFRA|EQ|5.50|5.6|5.4|5.4|5.4|5.65|595629|3230363.35|1107
SRF|EQ|2410.00|2460|2335.05|2345.65|2340.15|2476.55|556722|1328870265|52502
SRHHYPOLTD|EQ|338.00|340.45|329.65|331.95|331|337.3|24082|8055329.6|945
SRPL|BE|82.30|82.3|78.5|82.3|82.3|78.4|421885|34630267.85|719
SRTRANSFIN|EQ|1206.00|1206|1153.6|1160.85|1156.1|1235.55|1315646|1552732759|43104
SRTRANSFIN|YH|1001.01|1023.85|1000|1008.77|1008.14|1023.85|988|992004.75|26
SRTRANSFIN|YI|1060.00|1060|1060|1060|1060|1060|10|10600|1
SRTRANSFIN|YK|1076.20|1080|1072|1074.18|1072|1076|555|598890|14
SRTRANSFIN|YO|1020.00|1020|1018|1018|1018|1020|461|470078|7
SRTRANSFIN|YR|1033.00|1033|1033|1033|1033|1033.1|100|103300|3
SRTRANSFIN|YV|1014.14|1017|1014.14|1017|1017|1035|50|50792.8|2
SRTRANSFIN|Z2|1339.00|1339|1335|1335|1335|1310|250|333887|6
SRTRANSFIN|Z3|1015.00|1015|998.5|1000.03|998.5|1011.99|170|170305|5
SRTRANSFIN|Z7|1043.10|1043.1|1043.1|1043.1|1043.1|1045|18|18775.8|1
SRTRANSFIN|ZG|1010.00|1010|1010|1010|1010|1005.65|30|30300|1
SRTRANSFIN|ZJ|1190.00|1190|1190|1190|1190|1190.45|20|23800|1
SRTRANSFIN|ZK|1210.10|1210.1|1205|1205|1205|1215|115|138787.75|7
SSINFRA|ST|24.95|27.55|24.95|26.55|26.55|26.25|147000|3839850|23
SSWL|EQ|765.15|788.45|764.35|765.2|764.35|804.55|25466|19709260.6|2451
STAMPEDE|BE|0.70|0.8|0.7|0.8|0.75|0.75|689885|491919.6|70
STAR|EQ|382.00|383.05|353|358.5|355.1|386.7|745871|275689538.1|16788
STARCEMENT|EQ|91.50|92.25|90.5|90.95|91.05|92.25|157455|14389262.8|2612
STARHEALTH|EQ|755.00|759.95|728.15|735.35|733.85|772.35|1158504|857677077.3|19482
STARPAPER|EQ|130.00|130.5|125|125.4|125.05|132.75|46757|5939931|1338
STCINDIA|EQ|107.50|107.5|94.05|95.9|95.2|104.55|46627|4583590.8|1336
STEELCAS|EQ|291.50|304.05|268.85|277.35|289.95|295.4|2110|609151.3|152
STEELCITY|EQ|64.50|64.5|60.3|60.5|60.5|64.85|71548|4402617.8|651
STEELXIND|BE|230.00|235|225|231.3|227.2|234.1|138218|31895432.4|920
STEL|EQ|140.00|143|137|138.25|137.9|145.55|18843|2641022.65|682
STERTOOLS|EQ|167.05|167.2|152.05|153.7|152.35|168.55|48246|7661442.6|2179
STLTECH|EQ|204.00|206.5|196.95|198.6|197.4|209.85|683032|138361739.4|16137
STOVEKRAFT|EQ|629.00|655|610.15|621.6|616|641.45|291971|182777870.5|17255
STYLAMIND|EQ|872.00|913|861.1|890.45|894.95|913.35|7582|6692919.65|633
SUBCAPCITY|BE|32.35|32.35|32.35|32.35|32.35|34.05|26|841.1|4
SUBEXLTD|EQ|43.40|43.4|41.5|41.8|42.1|44.2|3886575|165067869.9|16663
SUBROS|EQ|330.10|334.85|320.95|330.25|330|338.25|224969|74215341.2|1179
SUDARSCHEM|EQ|566.30|587.95|565.95|572.15|570.05|598.65|75929|43765445.55|6340
SUMEETINDS|EQ|11.40|11.4|11.15|11.15|11.2|11.7|259141|2912158.55|497
SUMICHEM|EQ|393.00|400.5|380.5|382.6|381.3|403|292118|113790380.7|10916
SUMIT|EQ|13.70|13.75|13.25|13.45|13.45|13.7|27898|376305|207
SUMMITSEC|EQ|672.00|715|672|688.05|688.1|709.8|14903|10352084.65|1483
SUNCLAYLTD|EQ|4100.00|4227.45|4096.55|4116.7|4117.6|4096.55|15634|65142394.15|3207
SUNDARAM|BE|4.00|4.25|4|4|4|4.2|835859|3362874.8|1160
SUNDARMFIN|EQ|2195.00|2195|2086|2133.2|2098.5|2201.9|11548|24843204.7|2175
SUNDARMHLD|EQ|79.10|82|77.7|78.9|79|80.6|106531|8429449.8|1213
SUNDRMBRAK|EQ|395.00|401.85|385|390|385.05|400.55|2026|803471.8|145
SUNDRMFAST|EQ|825.00|842|815.6|838.05|836|844.8|33575|27953576.5|4188
SUNFLAG|EQ|74.25|74.85|72.2|73|72.95|76.6|282021|20766269.9|3591
SUNPHARMA|EQ|870.00|886.65|862.2|864.85|862.3|880.1|5163415|4519728943|105630
SUNTECK|EQ|458.05|465.55|442.25|451.75|454|472.85|810949|366863320.4|42593
SUNTV|EQ|509.95|529.6|502.3|516.7|512.85|517.85|2660475|1383474507|42280
SUPERHOUSE|EQ|184.00|193.3|177|184.15|183.7|190.35|48765|9076654.3|1876
SUPERSPIN|BE|15.40|15.85|15.35|15.35|15.35|16.15|16732|257051.15|136
SUPPETRO|EQ|643.50|659.9|632.4|646|640.05|645.2|53417|34603471.5|5852
SUPRAJIT|EQ|378.00|378|350.4|353.35|353|388.9|314903|113525072.4|15992
SUPREMEENG|EQ|21.85|22.65|21.7|21.7|21.7|22.8|56316|1231038.4|167
SUPREMEIND|EQ|1948.00|1948|1872.6|1911|1911|1977.05|147071|279866922.8|29316
SUPREMEINF|BE|22.00|23.1|21|21.05|21.05|22|9836|216804.25|45
SUPRIYA|EQ|446.00|447|420.05|422.2|420.05|452.25|500734|217365003|15842
SURANASOL|BE|26.70|26.7|25.6|25.6|25.6|26.9|42623|1099879.45|577
SURANAT&P|BE|13.10|13.95|13.1|13.1|13.1|13.75|164431|2166726.25|807
SURANI|SM|44.80|44.8|41.6|44.15|44.15|43.75|18000|773400|9
SURYALAXMI|EQ|85.10|86|83.45|83.45|83.45|87.8|34482|2910589.95|567
SURYAROSNI|EQ|445.00|466.2|423.7|428.25|435|461.7|233889|102452065.6|13257
SURYODAY|EQ|130.05|131|126|126.8|126.05|132.15|82517|10585647.75|2220
SUTLEJTEX|EQ|80.40|82.5|77|78|78|83.15|171178|13676813|2815
SUULD|EQ|295.00|299.95|288.6|290.3|289.75|301.55|77218|22548836.35|1824
SUVEN|EQ|85.00|85|82|82.3|82.25|85.9|216962|18069381.1|2781
SUVENPHAR|EQ|502.35|519.5|492|496.8|501|526.35|225335|113317289.2|12045
SUVIDHAA|EQ|10.65|11|10.65|10.8|10.9|11.15|225572|2445886.2|870
SUZLON|EQ|9.90|10.05|9.85|9.85|9.85|10.35|65401054|646506613.8|68495
SVPGLOB|EQ|69.95|71.45|67.35|68.7|68.65|71.95|1037001|71880943.95|10409
SWANENERGY|EQ|159.50|172|159|162.2|161.5|167|122159|20083632.3|3462
SWARAJENG|EQ|1423.00|1430.2|1389.95|1399.55|1405|1423.05|7289|10256225.2|1281
SWELECTES|BE|321.95|321.95|308|321.9|321.95|306.65|99220|31823817.5|1186
SWSOLAR|EQ|364.00|369.25|351|355.7|351|371.25|481626|174588580.4|16667
SYMPHONY|EQ|995.00|999|960.8|970.45|969|994.75|26457|25793128.95|3314
SYNGENE|EQ|583.30|583.9|564|567.55|567.5|587.8|222312|127735171.8|7444
TAINWALCHM|EQ|67.10|71|66.5|69.05|67.2|69.4|3415|231269.95|151
TAJGVK|EQ|130.05|131.95|126.65|127.4|127.95|133.6|97072|12564407.75|2144
TAKE|EQ|37.70|37.95|35.85|36.2|36.15|38.3|726434|26584984.45|5962
TALBROAUTO|EQ|471.00|494.9|455|464.15|460.15|498.4|55808|26361817.25|5749
TANLA|EQ|1550.00|1550|1431.55|1451.9|1448.8|1558.85|379754|562993175.6|44627
TANTIACONS|BZ|12.85|13.9|12.65|13.9|13.9|13.25|27688|373211.55|156
TARACHAND|SM|55.85|56.2|52.15|53.05|52.15|56.45|32000|1769800|16
TARAPUR|BE|5.45|5.5|5|5|5|5.25|60617|312898.95|116
TARC|EQ|43.95|43.95|39|40.7|40.95|43.95|1893835|78635804.1|10810
TARMAT|EQ|66.00|67|61.8|63.1|62.45|67.15|55357|3545994.9|887
TARSONS|EQ|662.60|662.6|628.85|633.45|631.1|669.6|150573|96929979.35|12477
TASTYBITE|EQ|12650.00|12754.15|12200|12365.65|12339.95|12877.9|1090|13617713.5|627
TATACAPHSG|N2|1015.00|1016.1|1014|1016.1|1016.1|1016|50|50731|3
TATACAPHSG|N4|1041.00|1045|1030|1035|1035|1041|191|197566|6
TATACAPHSG|N8|1070.00|1074.9|1067|1068.49|1068|1068.5|333|355736|9
TATACAPHSG|NB|1099.90|1099.9|1099.9|1099.9|1099.9|1095|10|10999|1
TATACHEM|EQ|895.00|910|882.65|885.8|883.55|914.7|1753038|1572578162|70781
TATACOFFEE|EQ|205.00|207.1|198.5|199.85|198.65|210.9|1014166|206093947.5|18260
TATACOMM|EQ|1239.00|1261|1201.1|1210.95|1201.1|1254.9|568830|702610148.3|23072
TATACONSUM|EQ|689.00|700.8|684.05|694.3|690.1|701|2069409|1435371330|78185
TATAELXSI|EQ|7020.00|7139.15|6872.5|6911.35|6904|7397.6|379926|2664385955|76791
TATAINVEST|EQ|1420.00|1426|1390.05|1398.45|1397.25|1441.05|19160|27030744.55|3415
TATAMETALI|EQ|815.00|815.6|786.05|791|791.4|819.25|48686|38946347.95|5056
TATAMOTORS|EQ|487.00|488.5|468.8|471.45|471|498.85|22157389|10615896092|350322
TATAMTRDVR|EQ|233.65|234.75|222.25|224.7|223.1|240.45|2797112|642076109.8|37739
TATAPOWER|EQ|226.00|226.85|216|220.5|220.5|232.3|38301829|8557890033|393593
TATASTEEL|EQ|1220.10|1227.75|1180.1|1186.85|1183.25|1254.45|8021613|9648820655|211234
TATASTLLP|EQ|747.50|749|700|717.1|709|751.2|74948|54863268.45|5167
TATVA|EQ|2275.00|2365.05|2261.05|2300.05|2310|2410.95|27577|63835038.5|6628
TBZ|EQ|74.25|75.75|71.2|72.3|72|76.05|188830|13893665.75|3890
TCFSL|ND|1065.15|1070|1065.15|1069.41|1068.75|1068.24|817|872764.2|28
TCFSL|NH|1045.00|1045|1045|1045|1045|1043.1|120|125400|1
